f1_micro,f1_macro,runtime,dataset,method,seed,overlap_ratio,num_clusters
0.8666328600405679,0.8594974409400225,1.7333648204803467,PubMed,GCN,16,,
0.8813387423935092,0.8774627398521749,1.2132346630096436,PubMed,GraphSAGE,16,,
0.8468559837728195,0.8391463438187748,3.1644721031188965,PubMed,GAT,16,,
0.8487664751605272,0.8451120646573272,1.3554649353027344,PubMed,RandomPartition,16,1.0,6.0
0.8703515889114266,0.8656152949428323,1.7790579795837402,PubMed,GCN,17,,
0.881000676132522,0.879781376399975,1.3080742359161377,PubMed,GraphSAGE,17,,
0.8603786342123056,0.8552305194122617,3.0564613342285156,PubMed,GAT,17,,
0.8492734031767489,0.8473483386775621,1.0712594985961914,PubMed,RandomPartition,17,1.0,6.0
0.8696754563894523,0.8635041072894792,1.9445369243621826,PubMed,GCN,18,,
0.8826910074374578,0.8794559835482989,1.2174103260040283,PubMed,GraphSAGE,18,,
0.859026369168357,0.8521315836524804,3.101531744003296,PubMed,GAT,18,,
0.8543672917722588,0.8523578700820448,1.0551667213439941,PubMed,RandomPartition,18,1.0,6.0
0.8642663962136579,0.8585076998333928,1.7096984386444092,PubMed,GCN,19,,
0.8840432724814064,0.8807562708030733,1.274519920349121,PubMed,GraphSAGE,19,,
0.8549695740365112,0.8471967459750745,3.213690757751465,PubMed,GAT,19,,
0.855187563366002,0.8526260298240725,1.1920228004455566,PubMed,RandomPartition,19,1.0,6.0
0.926657263751763,0.9265808924895778,1.6978724002838135,ACM,GCN,0,,
0.918194640338505,0.9169727744165946,1.2489607334136963,ACM,GraphSAGE,0,,
0.923836389280677,0.92296279631992,3.593108892440796,ACM,GAT,0,,
0.8665730337078652,0.8669803604548626,0.7199201583862305,ACM,RandomPartition,0,1.0,6.0
0.9083215796897038,0.9090214626106276,1.6796538829803467,ACM,GCN,1,,
0.9111424541607899,0.9115709624439466,1.2739758491516113,ACM,GraphSAGE,1,,
0.9111424541607899,0.9109487964913138,3.1661860942840576,ACM,GAT,1,,
0.8876404494382022,0.8843947415287333,0.6848907470703125,ACM,RandomPartition,1,1.0,6.0
0.9139633286318759,0.9135560367484867,1.7188515663146973,ACM,GCN,2,,
0.9280677009873061,0.9269791460405354,1.3712313175201416,ACM,GraphSAGE,2,,
0.9294781382228491,0.9286144211901476,3.14369535446167,ACM,GAT,2,,
0.8848314606741573,0.8818585490908587,0.6640810966491699,ACM,RandomPartition,2,1.0,6.0
0.9111424541607899,0.9108366419579234,1.9474396705627441,ACM,GCN,3,,
0.9097320169252469,0.9081836667139548,1.3574681282043457,ACM,GraphSAGE,3,,
0.918194640338505,0.9165435402442447,3.14988374710083,ACM,GAT,3,,
0.8721910112359551,0.874142060673735,0.6710610389709473,ACM,RandomPartition,3,1.0,6.0
0.9153737658674189,0.9162346175620512,1.7210650444030762,ACM,GCN,4,,
0.9153737658674189,0.9159565008382525,1.3717982769012451,ACM,GraphSAGE,4,,
0.921015514809591,0.9213670356860727,3.221219539642334,ACM,GAT,4,,
0.8649789029535865,0.864003817507025,0.671501636505127,ACM,RandomPartition,4,1.0,6.0
0.9083215796897038,0.9083418433644347,1.9610567092895508,ACM,GCN,5,,
0.9167842031029619,0.9166062658774604,1.343921422958374,ACM,GraphSAGE,5,,
0.9083215796897038,0.9081330996127241,3.137500524520874,ACM,GAT,5,,
0.8874824191279888,0.8875314039248465,0.7407748699188232,ACM,RandomPartition,5,1.0,6.0
0.9069111424541608,0.9071108759276263,1.7052571773529053,ACM,GCN,6,,
0.9097320169252469,0.9098141058452205,1.5483365058898926,ACM,GraphSAGE,6,,
0.9040902679830748,0.9041846171660013,3.193601369857788,ACM,GAT,6,,
0.8932584269662921,0.8927771356388705,0.6479790210723877,ACM,RandomPartition,6,1.0,6.0
0.92524682651622,0.9265362081885686,1.7582855224609375,ACM,GCN,7,,
0.9294781382228491,0.9305128091138671,1.310293436050415,ACM,GraphSAGE,7,,
0.922425952045134,0.9236966794523264,3.0906763076782227,ACM,GAT,7,,
0.8804500703234881,0.8844347817334501,0.6785295009613037,ACM,RandomPartition,7,1.0,6.0
0.92524682651622,0.9263812684865317,1.6740221977233887,ACM,GCN,8,,
0.921015514809591,0.9222781811364488,1.3546323776245117,ACM,GraphSAGE,8,,
0.9351198871650211,0.9355298697650151,3.087275981903076,ACM,GAT,8,,
0.8846694796061885,0.8854487718218009,0.6484675407409668,ACM,RandomPartition,8,1.0,6.0
0.9407616361071932,0.9418030456702441,1.7375264167785645,ACM,GCN,9,,
0.9294781382228491,0.9309076314891738,1.4949264526367188,ACM,GraphSAGE,9,,
0.9294781382228491,0.9305020691311258,3.613891124725342,ACM,GAT,9,,
0.90014064697609,0.8994795643045911,0.7258057594299316,ACM,RandomPartition,9,1.0,6.0
0.9337094499294781,0.9341432284279421,1.9429292678833008,ACM,GCN,10,,
0.9294781382228491,0.9302229649709077,1.3384013175964355,ACM,GraphSAGE,10,,
0.9280677009873061,0.929284161010019,3.1033315658569336,ACM,GAT,10,,
