f1_micro,f1_macro,runtime,overlap_ratio,num_clusters,dataset,config,strategy,lambda,seed
0.7298288508557457,0.5594039607768201,1.8959600925445557,1.0,14,Cora,A0_no_overlap,no_overlap,0.0,0
0.8484107579462102,0.8278765991081699,1.3879048824310303,1.0,14,Cora,A0_no_overlap,no_overlap,0.0,1
0.7493887530562348,0.661281160241962,1.3358566761016846,1.0,14,Cora,A0_no_overlap,no_overlap,0.0,2
0.7163814180929096,0.5531410906699806,1.3738102912902832,1.0,14,Cora,A0_no_overlap,no_overlap,0.0,3
0.8215158924205379,0.797588725224598,1.4266324043273926,1.0,14,Cora,A0_no_overlap,no_overlap,0.0,4
0.7677261613691931,0.6917768049708573,1.3889093399047852,1.0,14,Cora,A0_no_overlap,no_overlap,0.0,5
0.8227383863080685,0.796637651569028,1.594818115234375,1.0,14,Cora,A0_no_overlap,no_overlap,0.0,6
0.7946210268948656,0.7206270374415462,1.6363682746887207,1.0,14,Cora,A0_no_overlap,no_overlap,0.0,7
0.8569682151589242,0.8425334928894301,1.5020241737365723,1.0,14,Cora,A0_no_overlap,no_overlap,0.0,8
0.8386308068459658,0.8178875721802851,1.5769712924957275,1.0,14,Cora,A0_no_overlap,no_overlap,0.0,9
0.7928571428571428,0.6892511836293408,1.464313268661499,1.3714918759231904,14,Cora,A1_original_wmc,original_wmc,0.0,0
0.8044642857142857,0.7356006575189882,1.4730420112609863,1.3714918759231904,14,Cora,A1_original_wmc,original_wmc,0.0,1
0.83125,0.7942433805940723,1.4597318172454834,1.3714918759231904,14,Cora,A1_original_wmc,original_wmc,0.0,2
0.7991071428571429,0.7371829702849803,1.4648158550262451,1.3714918759231904,14,Cora,A1_original_wmc,original_wmc,0.0,3
0.85,0.8229040433527516,1.4912586212158203,1.3714918759231904,14,Cora,A1_original_wmc,original_wmc,0.0,4
0.8401785714285714,0.8190587002743579,1.550459384918213,1.3714918759231904,14,Cora,A1_original_wmc,original_wmc,0.0,5
0.8473214285714286,0.8284946249944917,1.4705069065093994,1.3714918759231904,14,Cora,A1_original_wmc,original_wmc,0.0,6
0.85,0.8302534456508367,1.5342440605163574,1.3714918759231904,14,Cora,A1_original_wmc,original_wmc,0.0,7
0.8089285714285714,0.7510594383493762,1.4916884899139404,1.3714918759231904,14,Cora,A1_original_wmc,original_wmc,0.0,8
0.8526785714285714,0.8331757978373592,1.4320063591003418,1.3714918759231904,14,Cora,A1_original_wmc,original_wmc,0.0,9
0.7720070422535211,0.6802434515652955,1.6492094993591309,1.3910635155096012,14,Cora,A2_entropy_l025,entropy_adaptive_wmc,0.25,0
0.8080985915492958,0.7455872774852923,1.5226147174835205,1.3910635155096012,14,Cora,A2_entropy_l025,entropy_adaptive_wmc,0.25,1
0.8459507042253521,0.816814323964995,1.530005931854248,1.3910635155096012,14,Cora,A2_entropy_l025,entropy_adaptive_wmc,0.25,2
0.8318661971830986,0.7895853579365749,1.536973476409912,1.3910635155096012,14,Cora,A2_entropy_l025,entropy_adaptive_wmc,0.25,3
0.7984154929577465,0.7174099510970796,1.515430212020874,1.3910635155096012,14,Cora,A2_entropy_l025,entropy_adaptive_wmc,0.25,4
0.8450704225352113,0.8298506749318518,1.5162203311920166,1.3910635155096012,14,Cora,A2_entropy_l025,entropy_adaptive_wmc,0.25,5
0.8397887323943662,0.8228193946799911,1.6257531642913818,1.3910635155096012,14,Cora,A2_entropy_l025,entropy_adaptive_wmc,0.25,6
0.8424295774647887,0.8264135819847825,1.56964111328125,1.3910635155096012,14,Cora,A2_entropy_l025,entropy_adaptive_wmc,0.25,7
0.8107394366197183,0.7396608011618354,1.5243430137634277,1.3910635155096012,14,Cora,A2_entropy_l025,entropy_adaptive_wmc,0.25,8
0.8345070422535211,0.8182580168270357,1.5120854377746582,1.3910635155096012,14,Cora,A2_entropy_l025,entropy_adaptive_wmc,0.25,9
0.7422145328719724,0.5657091657081229,1.5230395793914795,1.413589364844904,14,Cora,A3_entropy_l050,entropy_adaptive_wmc,0.5,0
0.8451557093425606,0.8154636993067154,1.5400481224060059,1.413589364844904,14,Cora,A3_entropy_l050,entropy_adaptive_wmc,0.5,1
0.8036332179930796,0.7065528486808959,1.6519253253936768,1.413589364844904,14,Cora,A3_entropy_l050,entropy_adaptive_wmc,0.5,2
0.8096885813148789,0.6995047395055652,1.5376932621002197,1.413589364844904,14,Cora,A3_entropy_l050,entropy_adaptive_wmc,0.5,3
0.8460207612456747,0.8251268762998433,1.5168497562408447,1.413589364844904,14,Cora,A3_entropy_l050,entropy_adaptive_wmc,0.5,4
0.8356401384083045,0.8132103926165949,1.5203535556793213,1.413589364844904,14,Cora,A3_entropy_l050,entropy_adaptive_wmc,0.5,5
0.860726643598616,0.8463511462026613,1.511507511138916,1.413589364844904,14,Cora,A3_entropy_l050,entropy_adaptive_wmc,0.5,6
0.8399653979238755,0.8232936897094792,1.6098499298095703,1.413589364844904,14,Cora,A3_entropy_l050,entropy_adaptive_wmc,0.5,7
0.8269896193771626,0.7868528847111811,1.5883357524871826,1.413589364844904,14,Cora,A3_entropy_l050,entropy_adaptive_wmc,0.5,8
0.8070934256055363,0.707286622302056,1.5366950035095215,1.413589364844904,14,Cora,A3_entropy_l050,entropy_adaptive_wmc,0.5,9
0.7989864864864865,0.6803630263205405,1.5516586303710938,1.451255539143279,14,Cora,A4_entropy_l075,entropy_adaptive_wmc,0.75,0
0.8091216216216216,0.7707449120762041,1.5048916339874268,1.451255539143279,14,Cora,A4_entropy_l075,entropy_adaptive_wmc,0.75,1
0.8521959459459459,0.8256261590588775,1.5371768474578857,1.451255539143279,14,Cora,A4_entropy_l075,entropy_adaptive_wmc,0.75,2
0.7778716216216216,0.6411585730280395,1.6374671459197998,1.451255539143279,14,Cora,A4_entropy_l075,entropy_adaptive_wmc,0.75,3
0.8243243243243243,0.7884636113525912,1.505892038345337,1.451255539143279,14,Cora,A4_entropy_l075,entropy_adaptive_wmc,0.75,4
0.8521959459459459,0.8328887333928565,1.5654840469360352,1.451255539143279,14,Cora,A4_entropy_l075,entropy_adaptive_wmc,0.75,5
0.8454391891891891,0.8223800908633415,1.5636732578277588,1.451255539143279,14,Cora,A4_entropy_l075,entropy_adaptive_wmc,0.75,6
0.8530405405405406,0.8393565618597292,1.5469386577606201,1.451255539143279,14,Cora,A4_entropy_l075,entropy_adaptive_wmc,0.75,7
0.847972972972973,0.8294893649984515,1.6180262565612793,1.451255539143279,14,Cora,A4_entropy_l075,entropy_adaptive_wmc,0.75,8
0.8445945945945946,0.8216323872017792,1.5367655754089355,1.451255539143279,14,Cora,A4_entropy_l075,entropy_adaptive_wmc,0.75,9
0.7532923617208077,0.6024895968045607,1.5445220470428467,1.3954948301329395,14,Cora,A5_margin_l025,margin_adaptive_wmc,0.25,0
0.8147497805092186,0.7543117122811009,1.5307276248931885,1.3954948301329395,14,Cora,A5_margin_l025,margin_adaptive_wmc,0.25,1
0.8402107111501317,0.8149641568394624,1.5035595893859863,1.3954948301329395,14,Cora,A5_margin_l025,margin_adaptive_wmc,0.25,2
0.7734855136084284,0.692996412402838,1.5063507556915283,1.3954948301329395,14,Cora,A5_margin_l025,margin_adaptive_wmc,0.25,3
0.7998244073748902,0.720697199221218,1.625842571258545,1.3954948301329395,14,Cora,A5_margin_l025,margin_adaptive_wmc,0.25,4
0.8314310798946444,0.8105950537991636,1.537841558456421,1.3954948301329395,14,Cora,A5_margin_l025,margin_adaptive_wmc,0.25,5
0.8419666374012291,0.8240401048705898,1.5550410747528076,1.3954948301329395,14,Cora,A5_margin_l025,margin_adaptive_wmc,0.25,6
0.8410886742756805,0.8320838500145189,1.479867696762085,1.3954948301329395,14,Cora,A5_margin_l025,margin_adaptive_wmc,0.25,7
0.8252853380158033,0.7565681630104834,1.519066333770752,1.3954948301329395,14,Cora,A5_margin_l025,margin_adaptive_wmc,0.25,8
0.845478489903424,0.8284327786308818,1.6203851699829102,1.3954948301329395,14,Cora,A5_margin_l025,margin_adaptive_wmc,0.25,9
0.7844974446337308,0.6875486587677413,1.5783450603485107,1.4361152141802067,14,Cora,A6_margin_l050,margin_adaptive_wmc,0.5,0
0.858603066439523,0.842611052028925,1.5137615203857422,1.4361152141802067,14,Cora,A6_margin_l050,margin_adaptive_wmc,0.5,1
0.8083475298126065,0.7276137821589873,1.4777586460113525,1.4361152141802067,14,Cora,A6_margin_l050,margin_adaptive_wmc,0.5,2
0.8475298126064736,0.8171692444565639,1.4832804203033447,1.4361152141802067,14,Cora,A6_margin_l050,margin_adaptive_wmc,0.5,3
0.762350936967632,0.6019243461229007,1.538867712020874,1.4361152141802067,14,Cora,A6_margin_l050,margin_adaptive_wmc,0.5,4
0.8415672913117547,0.819391659396998,1.5809500217437744,1.4361152141802067,14,Cora,A6_margin_l050,margin_adaptive_wmc,0.5,5
0.833901192504259,0.8203081810824308,1.5426385402679443,1.4361152141802067,14,Cora,A6_margin_l050,margin_adaptive_wmc,0.5,6
0.848381601362862,0.8174320075734138,1.5087006092071533,1.4361152141802067,14,Cora,A6_margin_l050,margin_adaptive_wmc,0.5,7
0.797274275979557,0.6918896980610009,1.5251667499542236,1.4361152141802067,14,Cora,A6_margin_l050,margin_adaptive_wmc,0.5,8
0.8211243611584327,0.7798608138357468,1.5583183765411377,1.4361152141802067,14,Cora,A6_margin_l050,margin_adaptive_wmc,0.5,9
0.8085808580858086,0.7578731147008871,1.627025842666626,1.483751846381093,14,Cora,A7_margin_l075,margin_adaptive_wmc,0.75,0
0.8523102310231023,0.8343825624713342,1.526845932006836,1.483751846381093,14,Cora,A7_margin_l075,margin_adaptive_wmc,0.75,1
0.8250825082508251,0.7885710372666467,1.5378189086914062,1.483751846381093,14,Cora,A7_margin_l075,margin_adaptive_wmc,0.75,2
0.7854785478547854,0.6788883062301494,1.6219120025634766,1.483751846381093,14,Cora,A7_margin_l075,margin_adaptive_wmc,0.75,3
0.8325082508250825,0.8032803877061937,1.5462229251861572,1.483751846381093,14,Cora,A7_margin_l075,margin_adaptive_wmc,0.75,4
0.8407590759075908,0.8243906595936714,1.6093931198120117,1.483751846381093,14,Cora,A7_margin_l075,margin_adaptive_wmc,0.75,5
0.8341584158415841,0.8113454179400684,1.5251202583312988,1.483751846381093,14,Cora,A7_margin_l075,margin_adaptive_wmc,0.75,6
0.8399339933993399,0.8301390583335913,1.6273982524871826,1.483751846381093,14,Cora,A7_margin_l075,margin_adaptive_wmc,0.75,7
0.8044554455445545,0.7021650478870392,1.601579189300537,1.483751846381093,14,Cora,A7_margin_l075,margin_adaptive_wmc,0.75,8
0.83003300330033,0.808558422334498,1.5902552604675293,1.483751846381093,14,Cora,A7_margin_l075,margin_adaptive_wmc,0.75,9
0.7403508771929824,0.576698656442118,1.735520362854004,1.3969719350073855,14,Cora,A8_hybrid_l025,hybrid_adaptive_wmc,0.25,0
0.8157894736842105,0.7168714846874567,1.8120760917663574,1.3969719350073855,14,Cora,A8_hybrid_l025,hybrid_adaptive_wmc,0.25,1
0.8491228070175438,0.817961718431121,1.6806285381317139,1.3969719350073855,14,Cora,A8_hybrid_l025,hybrid_adaptive_wmc,0.25,2
0.7850877192982456,0.6810627300854788,1.6673648357391357,1.3969719350073855,14,Cora,A8_hybrid_l025,hybrid_adaptive_wmc,0.25,3
0.8061403508771929,0.7354464519045042,1.7565934658050537,1.3969719350073855,14,Cora,A8_hybrid_l025,hybrid_adaptive_wmc,0.25,4
0.8333333333333334,0.8103715216648611,1.646904468536377,1.3969719350073855,14,Cora,A8_hybrid_l025,hybrid_adaptive_wmc,0.25,5
0.8456140350877193,0.8259740620022068,1.6448900699615479,1.3969719350073855,14,Cora,A8_hybrid_l025,hybrid_adaptive_wmc,0.25,6
0.8473684210526315,0.829758460466877,1.5425128936767578,1.3969719350073855,14,Cora,A8_hybrid_l025,hybrid_adaptive_wmc,0.25,7
0.8026315789473685,0.7673132077649851,1.546612024307251,1.3969719350073855,14,Cora,A8_hybrid_l025,hybrid_adaptive_wmc,0.25,8
0.856140350877193,0.8456000773991068,1.5591928958892822,1.3969719350073855,14,Cora,A8_hybrid_l025,hybrid_adaptive_wmc,0.25,9
0.7295918367346939,0.5530464594681083,1.5941028594970703,1.4394387001477105,14,Cora,A9_hybrid_l050,hybrid_adaptive_wmc,0.5,0
0.8435374149659864,0.8179011747006891,1.6426174640655518,1.4394387001477105,14,Cora,A9_hybrid_l050,hybrid_adaptive_wmc,0.5,1
0.8350340136054422,0.7973610637022425,1.5664327144622803,1.4394387001477105,14,Cora,A9_hybrid_l050,hybrid_adaptive_wmc,0.5,2
0.8205782312925171,0.7369470957200736,1.6080656051635742,1.4394387001477105,14,Cora,A9_hybrid_l050,hybrid_adaptive_wmc,0.5,3
0.8367346938775511,0.8057199365095077,1.5842413902282715,1.4394387001477105,14,Cora,A9_hybrid_l050,hybrid_adaptive_wmc,0.5,4
0.8452380952380952,0.822340191166503,1.5256998538970947,1.4394387001477105,14,Cora,A9_hybrid_l050,hybrid_adaptive_wmc,0.5,5
0.8528911564625851,0.8411623841390252,1.6150424480438232,1.4394387001477105,14,Cora,A9_hybrid_l050,hybrid_adaptive_wmc,0.5,6
0.8401360544217688,0.8152684757931025,1.548841953277588,1.4394387001477105,14,Cora,A9_hybrid_l050,hybrid_adaptive_wmc,0.5,7
0.8078231292517006,0.703896628439559,1.5564470291137695,1.4394387001477105,14,Cora,A9_hybrid_l050,hybrid_adaptive_wmc,0.5,8
0.8375850340136054,0.8195494720959254,1.5739622116088867,1.4394387001477105,14,Cora,A9_hybrid_l050,hybrid_adaptive_wmc,0.5,9
0.776595744680851,0.660400932577937,1.524517297744751,1.494460856720827,14,Cora,A10_hybrid_l075,hybrid_adaptive_wmc,0.75,0
0.8567921440261865,0.8413932137233452,1.663532018661499,1.494460856720827,14,Cora,A10_hybrid_l075,hybrid_adaptive_wmc,0.75,1
0.8060556464811784,0.7484082646109121,1.613124132156372,1.494460856720827,14,Cora,A10_hybrid_l075,hybrid_adaptive_wmc,0.75,2
0.6260229132569558,0.4251016995172413,1.6393351554870605,1.494460856720827,14,Cora,A10_hybrid_l075,hybrid_adaptive_wmc,0.75,3
0.837152209492635,0.7963575956257489,1.641265869140625,1.494460856720827,14,Cora,A10_hybrid_l075,hybrid_adaptive_wmc,0.75,4
0.8461538461538461,0.8286899003787465,1.637650728225708,1.494460856720827,14,Cora,A10_hybrid_l075,hybrid_adaptive_wmc,0.75,5
0.8494271685761048,0.8313637091665405,1.7319526672363281,1.494460856720827,14,Cora,A10_hybrid_l075,hybrid_adaptive_wmc,0.75,6
0.8551554828150573,0.8456497129903956,1.6515107154846191,1.494460856720827,14,Cora,A10_hybrid_l075,hybrid_adaptive_wmc,0.75,7
0.8289689034369886,0.8131825114769548,1.5895419120788574,1.494460856720827,14,Cora,A10_hybrid_l075,hybrid_adaptive_wmc,0.75,8
0.8387888707037643,0.8225773912381359,1.644993543624878,1.494460856720827,14,Cora,A10_hybrid_l075,hybrid_adaptive_wmc,0.75,9
0.7208374875373879,0.6339210762957206,1.8366622924804688,1.0,12,CiteSeer,A0_no_overlap,no_overlap,0.0,0
0.7188434695912264,0.6695623299902046,1.6312739849090576,1.0,12,CiteSeer,A0_no_overlap,no_overlap,0.0,1
0.7178464606181456,0.6650132599382017,2.4804975986480713,1.0,12,CiteSeer,A0_no_overlap,no_overlap,0.0,2
0.7228315054835494,0.6971640598236211,2.030421018600464,1.0,12,CiteSeer,A0_no_overlap,no_overlap,0.0,3
0.6640079760717846,0.5921064320246612,1.7404899597167969,1.0,12,CiteSeer,A0_no_overlap,no_overlap,0.0,4
0.7467597208374875,0.7153156482237807,1.7984135150909424,1.0,12,CiteSeer,A0_no_overlap,no_overlap,0.0,5
0.7218344965104686,0.6303072103210657,1.7801744937896729,1.0,12,CiteSeer,A0_no_overlap,no_overlap,0.0,6
0.6949152542372882,0.6637629826388559,1.660665512084961,1.0,12,CiteSeer,A0_no_overlap,no_overlap,0.0,7
0.711864406779661,0.6565126850627903,1.647306203842163,1.0,12,CiteSeer,A0_no_overlap,no_overlap,0.0,8
0.6929212362911267,0.6443682229410014,1.7401700019836426,1.0,12,CiteSeer,A0_no_overlap,no_overlap,0.0,9
0.7374350086655113,0.6661965425690993,1.7721269130706787,1.1526901112113015,12,CiteSeer,A1_original_wmc,original_wmc,0.0,0
0.7625649913344887,0.7209691328529916,1.829888105392456,1.1526901112113015,12,CiteSeer,A1_original_wmc,original_wmc,0.0,1
0.744367417677643,0.7065968747093709,1.6101012229919434,1.1526901112113015,12,CiteSeer,A1_original_wmc,original_wmc,0.0,2
0.7478336221837089,0.6829184594800118,1.4410407543182373,1.1526901112113015,12,CiteSeer,A1_original_wmc,original_wmc,0.0,3
0.7504332755632582,0.6946445233964514,1.5244719982147217,1.1526901112113015,12,CiteSeer,A1_original_wmc,original_wmc,0.0,4
0.7218370883882149,0.6345538299976955,1.5585663318634033,1.1526901112113015,12,CiteSeer,A1_original_wmc,original_wmc,0.0,5
0.7512998266897747,0.6525197140015414,1.525512456893921,1.1526901112113015,12,CiteSeer,A1_original_wmc,original_wmc,0.0,6
0.7478336221837089,0.708601376747063,1.4412736892700195,1.1526901112113015,12,CiteSeer,A1_original_wmc,original_wmc,0.0,7
0.7435008665511266,0.7049446909786442,1.5393247604370117,1.1526901112113015,12,CiteSeer,A1_original_wmc,original_wmc,0.0,8
0.7651646447140381,0.7227264610395109,1.4370594024658203,1.1526901112113015,12,CiteSeer,A1_original_wmc,original_wmc,0.0,9
0.7560137457044673,0.7116990708741433,1.6924023628234863,1.1608055305079652,12,CiteSeer,A2_entropy_l025,entropy_adaptive_wmc,0.25,0
0.7362542955326461,0.685115974870357,1.4617161750793457,1.1608055305079652,12,CiteSeer,A2_entropy_l025,entropy_adaptive_wmc,0.25,1
0.7345360824742269,0.7004284820965593,1.5220062732696533,1.1608055305079652,12,CiteSeer,A2_entropy_l025,entropy_adaptive_wmc,0.25,2
0.6829896907216495,0.6141772275522936,1.574061393737793,1.1608055305079652,12,CiteSeer,A2_entropy_l025,entropy_adaptive_wmc,0.25,3
0.7396907216494846,0.7011782505699689,1.5664641857147217,1.1608055305079652,12,CiteSeer,A2_entropy_l025,entropy_adaptive_wmc,0.25,4
0.7285223367697594,0.6391106913137778,1.5444293022155762,1.1608055305079652,12,CiteSeer,A2_entropy_l025,entropy_adaptive_wmc,0.25,5
0.7491408934707904,0.699740987245533,1.5360093116760254,1.1608055305079652,12,CiteSeer,A2_entropy_l025,entropy_adaptive_wmc,0.25,6
0.7268041237113402,0.6778292120419294,1.5081610679626465,1.1608055305079652,12,CiteSeer,A2_entropy_l025,entropy_adaptive_wmc,0.25,7
0.7302405498281787,0.6984721070433427,2.22296404838562,1.1608055305079652,12,CiteSeer,A2_entropy_l025,entropy_adaptive_wmc,0.25,8
0.7654639175257731,0.7289851681119329,1.8097081184387207,1.1608055305079652,12,CiteSeer,A2_entropy_l025,entropy_adaptive_wmc,0.25,9
0.7457627118644068,0.6985711253024562,1.6304337978363037,1.175834084761046,12,CiteSeer,A3_entropy_l050,entropy_adaptive_wmc,0.5,0
0.7406779661016949,0.6979402851557536,1.6443634033203125,1.175834084761046,12,CiteSeer,A3_entropy_l050,entropy_adaptive_wmc,0.5,1
0.7406779661016949,0.7123632559049069,3.775238037109375,1.175834084761046,12,CiteSeer,A3_entropy_l050,entropy_adaptive_wmc,0.5,2
0.7084745762711865,0.6352574835022246,2.1341121196746826,1.175834084761046,12,CiteSeer,A3_entropy_l050,entropy_adaptive_wmc,0.5,3
0.752542372881356,0.7031193684959348,2.0668954849243164,1.175834084761046,12,CiteSeer,A3_entropy_l050,entropy_adaptive_wmc,0.5,4
